trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
134,False,"{'a': 0.2, 'e': 0.261845668580326}",25,0,0.635138867705745,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
135,False,"{'a': 0.2, 'e': 0.2592402606458915}",20,2,29.92717994526815,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.2, 'e': 0.2566607769535559}",20,0,20.941576021537696,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
137,False,"{'a': 0.2, 'e': 0.25410695955280027}",25,11,25.052105500117193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.2, 'e': 0.25157855305975646}",35,23,-20.92717859116103,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
139,False,"{'a': 0.2, 'e': 0.24907530463166816}",25,0,-29.201771288988542,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
140,False,"{'a': 0.2, 'e': 0.24659696394160643}",20,12,12.160237100399101,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.2, 'e': 0.2441432831534371}",25,0,0.39366740764936337,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
142,False,"{'a': 0.2, 'e': 0.24171401689703645}",25,13,-88.06170191277984,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
143,False,"{'a': 0.2, 'e': 0.23930892224375455}",20,0,-114.71185157904448,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
144,False,"{'a': 0.2, 'e': 0.23692775868212176}",25,0,-18.260641333025536,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.2, 'e': 0.23457028809379765}",20,6,15.270993453904769,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.23223627472975883}",30,13,14.078879867751269,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.2, 'e': 0.22992548518672384}",20,10,19.935160942775113,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.2, 'e': 0.22763768838381274}",20,11,15.477789925551622,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.2, 'e': 0.22537265553943872}",25,0,-113.90084564382887,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
150,False,"{'a': 0.2, 'e': 0.22313016014842982}",20,8,20.11158339669048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.2209099779593782}",20,6,22.207757997729658,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.2, 'e': 0.21871188695221475}",25,6,14.382263797266999,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
